id,name,description
works/97214,The Little tadpole who grew,1976 film
works/109381,Inspiration,2004 film
works/99179,The School nurse; Health examination of the school entrant,1987 film
works/90893,Inter-school physical education visit,1970 film
works/64659,All about Bobby,1975 film
works/88423,Fashions on the field,1964 film by Syd Wood
works/67339,The Cup Final,1966 film
works/75084,The Painter,1975 film by John Barnes
works/70683,Muscle: dynamics of contraction,1969 film by Charles L. Finance
works/88075,Seward's folly,1940 film
works/69791,Little white crimes,1967 film by George Kaczender
works/90064,Sharpening and tempering farm tools,1945 film
works/86704,Media law,1993 film
works/110371,Betrayal of trust,2006 film
works/70833,A new day in Samoa,1960 film
works/119664,The Last piece in the puzzle: Westgate Bridge 1970,1970 film
works/110826,Boy drowning,2006 film
works/66606,Darwin: doorway to Australia,1949 film
works/85861,Projector test film,1971 film
works/79205,The Tin soldier. The Nightingale,1986 film
works/73477,A Tale of summer,1974 film by Arne Sucksdorff
works/88717,Farm frolics,1936 film
works/75127,Like any child only more so,1977 film
works/96752,Pygmies of the Ituri Forest,1975 film
works/65377,Beyond curtains,1978 film by Denis Poulin
works/74438,W.A. Mozart,1973 film by Jeremy Marre
works/76933,Performance appraisal: the human dynamics,1978 film by Irby Smith
works/88302,The Influential Americans,1960 film
works/76367,Vision.,1975 film
works/68158,Roman art and architecture,1960 film
works/69064,Introduction to sound,1950 film
works/67322,Eye Witness. No. 93,1957 film by Hector Lemieux
works/114286,Opposites attract,2006 film
works/68613,How our two party system operates,1960 film
works/75357,Rana,1977 film
works/73789,Three styles of marital conflict,1976 film by Phil Stockton
works/70901,Night wait,1966 film by Steven Drill
works/91416,Sports snafus,1972 film
works/78360,The Great primitives. - Vol. 1.,1895 film
works/85695,Bob's birthday and the best of British animation,1992 film
works/110519,"Your brother, my tidda",2002 film by Kelrick Martin
works/66563,Cyprus is an island,1945 film by Ralph Keene
works/91492,William Harvey & the circulation of the blood,1970 film by Douglas Fisher
works/96647,The Secret sharer,1973 film by Larry Yust
works/81363,Floyd on Oz. - Volume 2.,1991 film by David Pritchard
works/108395,H.V Masters,film
works/96140,The Minemaker,1971 film by Rod Kinnear
works/74387,Violoncello and double bass,1975 film by Milton Ingerson
works/87644,"Black gold, kindred spirits",1996 film by Jeff Bird
works/79691,The Australian Alps: Mirka's Palace of Dreams,1989 film by David Greig
works/81842,Christmas in Germany: a story of giving,1979 film
works/87768,"Empty harbours, empty dreams",1979 film by Kent Martin
works/117108,An Unguarded moment,FEB 2008 film
works/76315,Australia presents world of birds,1958 film
works/66848,Do unto animals,1939 film by H McClure
works/81304,L'africaine,1988 film by Lotfi Mansouri
works/110198,Goolarri Television content for TV50,film
works/74866,Vertical spindle moulding machine,1951 film
works/114221,World to conquer,1956 film
works/97029,Fergi builds a business: Fergi diversifies,1977 film by John Cosgrove
works/83978,Black dogs,1992 film by Andrew Sully
works/70897,Night children,1956 film by Bernard Devlin
works/77620,Cycling: still the greatest,1980 film by Gary Toole
works/64763,The Andes,1945 film
works/78325,Kitchen sync,1984 film by Maree Wooley
works/93253,Screen dreams,1984 film by Bruce Martin
works/67717,The Forerunner,1958 film by John Heyer
works/97414,San Andreas fault,1974 film
works/71403,Pattern for chemicals,1950 film by Denis Segaller
works/117608,Retailing institutions and changing environments,1965 film
works/109427,Victoria's Favourite Things. Segment 7,01 NOV 2004 film
works/89739,Power on the farm,1945 film
works/76673,Solo basic,1977 film by Bill Mason
works/75614,The Portrait,1978 film
works/98048,The Coming of darkness,1974 film
works/69126,Islands under the wind: Tahiti,1958 film by Henry Strauss
works/73761,"Those who make the way: Mount Isa, the first fifty years",1973 film by Lilias Fraser
works/89729,Exile,2000 film
works/98230,"Speak up, Andrew!",1981 film by Don MacDonald
works/72731,Shapes and polarities of molecules,1963 film
works/96604,Uncle Smiley and the junkyard playground,1972 film by Jim Burroughs
works/87288,Voice of Canada,1947 film
works/71040,Ocean pastures,1962 film by Nandor Jenes
works/109094,Knot @ home. Story 2,2003 film
works/82842,What depresses me ...,1989 film by Nina Burr
works/77136,Kidneys,1971 film
works/114361,"Big blip, small blip",APR 2011 film
works/65335,Behind the skyscrapers,1963 film
works/66396,"Co-operation, competition, conflict",1957 film
works/76103,Wayang Kulit: the shadow puppet theatre of Java,film by Baylis Glascock
works/65513,"Bo Schembechler: head coach, University of Michigan",1972 film by Jeffrey Pill
works/91959,Wolf,1998 film by Andrew Duval
works/70786,The Naughty owlet,1971 film
works/64683,All's wool that ends wool,1969 film
works/91113,The Story of wine: the great clarets,1976 film by Peter Batty
works/69851,A Loaf of bread,1949 film by Malcolm Otton
works/73456,Silk and strings: a tale of Taiwan,1973 film
works/68606,How it happened,1940 film
works/86301,Japan in winter,1965 film
works/79456,Pavlova,1982 film
works/117052,Loving our bottle,2010 film by David Withers
works/83002,Thailand: new destinations,1992 film by Colin Baker
works/74263,Vabukori,1970 film
works/74281,Value analysis,1964 film by Sam Napier-Bell
works/78087,Buyer Beware,1982 film by Peter Green
works/70771,The Nature and development of affection,1962 film
works/107992,Picture palaces,2003 film
works/83529,Australian trains and tracks,1991 film
works/75423,Safety in your hands,1974 film by John Fitzgerald
works/70247,The Mechanism of Life,1975 film by Masami Sugiyama
works/73972,The Training dividend,1975 film
works/96272,This man,1971 film by Keith Laxton
works/79459,Elvis: '68 comeback,1968 film
works/74171,Understanding movies,1951 film
works/96871,Boy and a boa,1975 film by Renata Stoia
works/82929,Beating about the bush,1993 film
works/64840,Apollo 12: pinpoint for science,1969 film
works/96479,Bubbles Co-op. Part 1: primary films,1974 film
works/79441,The Bruce Petty collection,1987 film
works/97673,Any questions?,1981 film
works/66711,Desert Conquest,1959 film by Lex Halliday
works/75923,I own the racecourse,1975 film by Darrol Blake
works/91744,France panorama.,1975 film
works/73338,Submerged glory,1970 film by Frank Jacoby
works/71804,Preserving the Wasa,1966 film by Michael Heckford
works/72525,Science and technology in Japan,1967 film
works/73248,The Story of prehistoric man,1953 film
works/66463,Coventry Cathedral construction and consecration,1962 film
works/75421,Play safe,"1974 film by Keith Gow, Dennis Hill Productions"
works/93578,The Beach,2000 film by Don Featherstone
works/71102,On the critical path,1971 film
works/64932,Artificial respiration by the H N Method,1952 film by Svend Aage Lorentz
works/97613,Moments of the runner,1978 film by Marlin Darrah
works/89320,Dover: spring 1947,1947 film by Mary Beales
works/108138,Metamorphosis,1998 film
works/86365,Images and meaning,1997 film by Alan Woodruff
works/84519,Family history: getting started,1994 film
works/92502,The Southern portion,2000 film
works/71292,The Overlanders,1949 film
works/86799,The Players,1974 film by Donald Brittain
works/92894,Too dirty for a woman,1984 film by Diane Beaudry
works/66478,Cray season,1969 film by Rodney Musch
works/97950,Distant connections,1981 film by Tony Chenn
works/78494,King of the cats,1984 film by Morton Schindel
works/91302,Pole vault,1947 film by Edmund Dorfmann
works/97106,Hope is not a method. - Rev. ed.,1973 film
works/89835,Precision,1966 film by Georges Dufaux
works/99071,Grim reaper. Parts 1 & 2,1987 film
works/70505,The Mississippi River: background for social studies,1960 film
works/95514,Dramas produced by American Mutoscope and Biograph Co. Pt 1,1909 film by D.W. Griffith
works/96695,Carcassonne: a French fortress,1964 film
works/109696,Flashback,2004 film
works/66831,Distress signals. Part 1,1967 film by Norman Keziere
works/90816,Children's song games,1975 film
works/97784,A Sports suite,1977 film
works/72460,Salmon run,1945 film by Ed Taylor
works/74462,Walter Spiel,1968 film by James Fitzpatrick
works/96034,Australia's new north-west. Pt. 2: The Pilbara-Hamersley region,1969 film by Fred Whatham
works/114291,Under the influence,2006 film
works/74638,"What on earth have you done, Mr. Christian?",1970 film
works/109511,AB: year 10,2004 film
works/65106,Australian Defence Scientific Service: 1969 report,1969 film by John Carter
works/70873,New ways with wool,1952 film by Shan Benson
works/68906,Indonesia: time of transition,1971 film by Peter Drummond
works/116804,Living in Locky: The Youth Perspective,2008 film by Astrid Scott
works/71871,Problems of the Middle East,film
works/75780,One man's garden,1974 film by Donald Winkler
works/98432,Seeds of change,1983 film by Diane O'Connor
works/73386,The Supervisor as a leader. Part 2,1944 film by F.E. Brooker
works/97554,Color in nature,1980 film by Konstantin Grigoriev
works/93013,An Australian Republic?,1997 film
works/117679,Survival of the fittest,2015 film
works/68581,Hovercraft N4,1968 film by Gerard Bryant
works/81102,The Kawelka Ongka's Big Moka,1988 film by Charles Nairn
works/114335,My memories of 37 years as a migrant,2007 film
works/99330,Wages policy,1988 film
works/64736,Anatomy of a teenage marriage,1972 film
works/93158,Gallipoli: a virtual tour,2002 film
works/108993,The Nature of paradise,1999 film by Lucinda Gamble
works/90334,What teacher expects...the self fulfilling prophecy,1971 film
works/77935,Bertland,1983 film by Nick Torrens
works/111325,Fifty miles from Poona,1959 film by Fali Bilimoria
works/111146,When does work end?,MAY 2007 film
works/87920,He went to the cupboard,1945 film by Andrew Buchanan
works/98309,Mary of Mile 18,1981 film by Svend-Erik Eriksen
works/75849,Ballet by Degas,1951 film by J.H. Lenauer
works/95750,Sheep ranching country: Southeastern Australia,1949 film
works/114159,Off the chain,2001 film
works/117133,Anything can happen in life,JUL 2008 film
works/74009,The Trials of Franz Kafka,1973 film
works/79734,Getting physically fit,1983 film by Richard Miner
works/119775,Arbor Week,1987 film by George Cass
works/108641,Just desserts,1993 film by Monica Pellizzari
works/83972,The Refracting glasses,1992 film by David Perry
works/69430,Klee Wyck,1946 film by Grant Crabtree
works/89438,At Henley,1966 film by Seafield Head
works/66020,Childhood aggression: a social learning approach to family therapy,1977 film by Steven D McAdam
works/88361,Skeletons aren't scary,1981 film by John Dick
works/74846,Women's hockey umpiring,1961 film by Bill Latto
works/88096,The Loved ones,1999 film by Kate Hampel
works/96620,Wild Africa: the energy cycle,1971 film
works/67775,The Fox Went Out on a Chilly Night,1969 film by Cynthia Freitag
works/87128,The Energy audit,1992 film by Mark Poole
works/78851,An Australian Summer,1987 film by Megan Simpson
works/110147,Mozzie,1999 film by Dylan Yeo
works/67702,Football,1952 film
works/66584,The Dancing class,1964 film by Tom Cowan
works/115762,A Fatherless village,1988 film by Lu Ping
works/92489,'M',1931 film by Fritz Lang
works/69808,The Living mammal,1961 film
works/64542,The Advancing flame,1962 film by Derek Stewart Productions
works/80618,King Lear,1982 film
works/74148,The Ultimate mystery,1973 film by Harvey F. Bellin
works/86709,Muscular system,1962 film
works/66970,Duntroon: the Royal Military College of Australia,1956 film
works/97621,Three decades of Donald Duck: Donald's nephews,1980 film
works/64720,American square dance,film
works/96122,Look after your bicycle!,1971 film
works/86697,Alternative dispute resolution,1996 film
works/66570,Dairying in Australia,1960 film
works/64854,Approach to science,1947 film
works/95866,Fungi,1960 film
works/91612,Nursing is tough,2000 film
works/68084,Glimpses of Gandhiji,1949 film by N.K. Paralkar
works/72774,Shirt factory,1963 film by Hazel Swift
works/79654,It's not always happy at my home,1986 film
works/96264,Australia's north-west,1972 film by Oliver Howes
works/91412,Marine marvels,1960 film by Mushir Ahmad
works/73079,In the classroom,1975 film
works/76223,The Wilderness world of Sigurd F. Olson,1980 film
works/109310,ACMI Presentation: Matthew Schreiber,film
works/97807,Rice: biggest small grain on earth,1980 film
works/87465,Union street,1990 film by Wendy Chandler
works/97570,Sigaalow: Town of dust,1980 film by Leslie Jenkins
works/110385,Spring ball,1993 film by Nicole Mitchell
works/65878,The Cattle carters,1962 film by Derek Williams
works/67997,George Bernard Shaw,1965 film
works/73126,The Spring and fall of Nina Polanski,1974 film
works/69363,Keepers of wildlife,1972 film by Michael McKennirey
works/98038,Little match girl,1978 film
works/122211,If Wes Anderson made a movie in Ukraine,11 APR 2023 film
works/81305,Thee Films: 1950's - 1960's,1963 film by Antony Balch
works/90882,A Cool head for salad: salad preparation,1967 film
works/65641,Bronze boy,1969 film by David Sims
works/64824,Antiques at auction,1970 film by Ronald Spencer
works/85750,Le Quebec as seen by Cartier-Bresson,1969 film
works/80690,Land Bilong Islanders,1990 film by Trevor Graham
works/108083,Metamorphosis: Joe,1997 film
works/82501,Kim / by Rudyard Kipling,1984 film by John Davies
works/74900,Work study in printing,1966 film by Sam Napier-Bell
works/119239,Hamilton '59: a mascot's memories,2007 film
works/76636,Screening Nuclear Hazard,film
works/75284,Weave me a rainbow,1962 film by Edward McConnell
works/78249,Unstable elements,1985 film by Paul Morrison
works/110194,"Trades Hall, Carlton: the early years",2005 film
works/111374,Abstraction,1969 film
works/118012,My Hometown – Munro Melano,2014 film by Sari Braithwaite
works/76467,The Photographer,1948 film by Willard Van Dyke
works/116660,An Interview with Jock McAuley,MAY 2009 film
works/96667,Dalton Trumbo,1971 film
works/120,Ex Nilalang,2015 film
works/121998,"Las Patronas, Mexican women's group giving food aid to migrants crossing the border",20 FEB 2023 film
works/66366,Contraception,1973 film by Ben Norman
works/119304,Beautiful Ballarat,2020 film
works/97366,Poetry for fun: trulier coolier,1978 film
works/98088,With Oscar in Peru,1979 film by Kevan Barker
works/67249,Evaporation control,1959 film
works/65541,Boomsville,1967 film by Yvon Mallette
works/98047,Makeshift solutions,1974 film
works/90153,How to judge authorities,1948 film
works/74035,The Troubled mind,1954 film by Margaret Thomson
works/82196,Giant brains,1991 film
works/79981,A Year to Remember 1939,1965 film
works/117676,The Goal,2015 film
works/84349,Microsoft encarta 1994,1994 film
works/98268,Apemen of Africa,1972 film by Nicolas Noxon
works/117008,Roma,JUN 2010 film
works/109262,Australia: per forza e per amore,2003 film
works/117421,Utopia,JUN 2013 film
works/79874,Mary Mackillop,1988 film by Mark Callan
works/92030,As it was,1997 film by Annemarie Szeleczky
works/111165,From Melville to Melbourne,JUN 2007 film
works/73645,"Thank you, from John",1950 film
works/76658,The Myths of shoplifting,1980 film by Doug Jacoby
works/78733,Moving mountains,1981 film
works/71929,Protein structure and functions,1972 film by Mallory Pearce
works/88999,Search and research,1970 film by Eric Marquis
works/81612,Mr. Neal Is Entitled to Be an Agitator,1991 film by Daryl Dellora
works/116735,Toyota : Alex 'Jezza' Jesaulenko,2005 film
works/119753,Doors Will Open,2004 film
works/71274,Out of this world,1960 film
works/87401,A Star named Ayrton Senna,1996 film by Jean-Claude Guiter
works/68381,Heat rays,1952 film
works/73520,Tasmanian Magazine. No. 1,1959 film
works/74945,The World of Watteau,1950 film by Jean Aurel
works/71940,Psychology,1970 film
works/98550,Electricity: a first film,1981 film
works/109999,Mourning & memory,2004 film
works/79423,Twelfth night,1979 film by John Gorrie
works/76668,When I am rich,1977 film
works/77483,Live a life,1972 film by Maxim Ford
works/87689,Around the boree log,1925 film by Phil K Walsh
works/98979,More 'new' handwriting,1985 film by Jeff Spencer
works/72534,Science and agriculture: the soy bean,1939 film
works/70767,The Natural domain: birds and animals in Japan,1975 film
works/89050,Britain's new resources,1950 film
works/72981,Solar prominences,1948 film
works/70814,The Netsilik eskimo today,1972 film by Gilles Blais
works/99398,"I like myself, we're friends",1989 film by John Kiley
works/117273,Swell Mamas,2011 film by Csilla Csongvay
works/98468,Riverboat heritage,1983 film
works/72736,Sharing the Leadership,1962 film by Russell Morash
works/69723,The Light fantastick,1974 film
works/81429,The Invisible World,1983 film by Alex Pomasanoff
works/77157,Confusion,1980 film
works/72975,An Introduction to materials: the manufacture of silicon solar cells,1973 film
works/86557,Mirror of Germany. No. 084,1961 film
works/79793,Sex rules,1988 film by Pip Karmel
works/85965,What do I tell my children?,1989 film
works/89931,France panorama.,1968 film
works/71330,Paintings,1970 film by H Tyrlova
works/109393,Keith's story,2003 film
works/87797,"Planes, trains and automobiles",1987 film by John Hughes
works/117502,Group problem solving,1968 film
works/86870,Gumby : a miner affair,film
works/70033,Is this job for me? No. 5. Making boots and shoes,1952 film
works/79813,Rabbit on the Moon,1987 film by Monica Pellizzari
works/69003,Intersection collision,1964 film by Amir M Karimi
works/66125,Cities of the future,1967 film by Gordon Hyatt
works/72765,"Shine, Sir!",c. 1914 film
works/74139,Ubu,1978 film by Geoff Dunbar
works/97130,I am a guitar,1972 film
works/78528,Currajong: a different way,film
works/73758,Thorncliffe: the story of British industrial enterprise,1957 film by Fred Moore
works/81704,Nature of Australia. Parts 1-3,1988 film
works/71805,The Presidency: search for a candidate,1969 film by Maurice Schonfeld
works/108075,Washing machine,1997 film by Dik Jarman
works/117276,Witness,1973 film by David Greig
works/84818,The New global geography,1991 film by John Selwyn Gilbert
works/80684,The Lead dress,1985 film by Virginia Murray
works/116957,Port Fairy Connections,2010 film by Csilla Csongvay
works/111185,A Yarn with Uncle Gordon,MAY 2007 film
works/97293,The Human eye,1976 film
works/97118,The Music makers,1975 film by Anthony Marsh
works/66696,Denmark:,1952 film
works/109969,Heart of Otara,2005 film
works/92113,France panorama.,1974 film
works/78583,Intrapreneurs,film
works/117397,Island people,1940 film by Philip Leacock
works/66170,Clay in action,1942 film
works/71714,Portrait of an Australian,1962 film by Rhonda Small
works/117562,Justice out of reach?,1971 film
works/74197,Will you join?,1976 film by Keith Gow
works/73066,The Spanish conquest of the new world,1954 film
works/67960,Gastro-enteritis in infancy,1952 film by Margaret Thomson
works/65410,Big Mal,1972 film
works/108618,Flowergirl,1999 film by Cate Shortland
works/78559,Reaction Mechanisms 1 Hydrolysis,film
works/108929,Potash deficiency Hamilton district,film
works/75737,Wheel on the chimney,1969 film by Cynthia Freitag
works/76016,Man feeding his dogs: oil by Russell Drysdale,1980 film by David Muir
works/73413,Sweden is horrible,1970 film by Karsten Wedel
works/74428,Volleyball for boys,1941 film
works/82818,1917: Revolution in Russia,1988 film by Sidney Platt
works/80215,A Taste of Hungary,1989 film
works/73417,Sweet sounds,1977 film
works/71893,Profit by design,1962 film by John Ingram
works/97407,Gippsland: open to the sea,1979 film
works/115847,Detective Tie Zhongying,1991 film by Wang Wei
works/69136,It didn't have to happen,1954 film
works/91422,How to run a lathe,1941 film
works/70914,The Nitrogen cycle,1953 film by Thora James
works/117207,Why we luv Jammo,2011 film by Jessica Scott
works/75233,The Moghul emperors,1986 film
works/73011,Songs of Scotland,"1966 film by Laurence Henson, Edward McConnell"
works/80938,"Lights, Camera, Los Angeles",1989 film
works/83568,Punk and its after shocks,1992 film by Wolfgang Buld
works/79485,Learn to Relax,1988 film
works/65096,Australian,1970 film
works/71095,On seven hills they built a city,1974 film
works/78055,Five billion years,1981 film by Joyce Borenstein
works/76037,Search and rescue,1979 film by Rob McAuley
works/85635,Hinduism: an ancient path in the modern world,1992 film by Oliver Henry
works/65786,Capital city,1974 film
works/117416,Asking Around,JUN 2013 film
works/77612,Stages,1980 film by Paul Cowan
works/73131,Spring's wild splendours,1962 film by Norman G. Green
works/69230,Jean-Auguste Dominique Ingres. No. 1,1972 film by Colin Clark
works/67264,Democracy in action: every vote counts,1962 film by O.E. Kress
works/95395,Pity me not,1961 film by Saul Swimmer
works/84494,Landscape & cityscape,1984 film
works/114294,WoD: Womb of Darkness,2006 film
works/80415,The Ultimate Thrill Skydiving,film
works/86577,True love and chaos,1997 film by Stavros Andonis Efthymiou
works/99379,Conservation cropping,1985 film
works/73936,"Totalizator Agency Board, Victoria",1966 film by Chris Gallagher
works/69825,Living tomorrow. No. 124,1973 film
works/78376,Speaking our peace,1985 film
works/83768,Colin Thiele,1990 film
works/75719,Rangi and papa: the Maori creation myth,1978 film
works/86586,Athens and ancient Greece,1994 film by Aldo Zappala
works/110169,Gungarri woman,2005 film
works/110076,Captain Metal,2005 film
works/65810,Care of St. Christopher's,1959 film
works/80776,India: A Personal Encounter,1987 film by Michael Dillon
works/99022,Accounting,1986 film
works/96063,School day in Japan,1970 film
works/95493,Viewpoint: Love story,film
works/74753,The Widening gap,1963 film by Stephen Hearst
works/66137,City in siege,1950 film
works/79086,Mr Horatio Knibbles,1986 film
works/80298,James Galway Program 6,1987 film by Vernon Lawrence
works/79816,Looking into Ms-Dos: A Broader View,1989 film
works/91815,The Nature of tuberculosis,1965 film by Dairokuro Okuyama
works/78130,Victoria's welcome to press delegates,1925 film
works/73425,Sydney's Harbour Bridge,1936 film
works/109963,La partria o la tumba,2005 film
works/97045,Basketry,1975 film
works/115801,Golden Dart Huang Tianba,1987 film by Li Wenhua
works/73188,Steel road across a continent,1953 film by R.D. Hansen
works/96427,The Soviet Union: a student's life,1972 film
works/120438,Local Dive,1999 film
works/73817,Tiger hunters,film by V. Goulin
works/92976,The War years with Glenn Miller: the story of WWII,1994 film by Ian Bolt
works/72518,Schooling for progress: Japan's compulsory education system,1969 film
works/78118,The German scene. No. 363,1984 film
works/78394,The Case of the cosmic comic,1972 film by Gary Templeton
works/87243,Second thoughts,1997 film by Brigid Kitchin
works/74176,Understanding the deaf,1976 film
works/77158,Management in hospital,1978 film
works/90406,Wolfe and Montcalm,1958 film by Allan Wargon
works/82630,Going out,1990 film by Maija Rove
works/70802,The Neglected,1965 film
works/83257,Human development: conception to neonate. Birth and the newborn,1992 film
works/89480,Spirit of Progress: Australia's wonder train,1949 film
works/88827,Apollo 10: around the moon,film
works/64560,Aerial attack on grass fires,1967 film
works/69757,The Linesman. Part 2,1976 film by Al Stewart
works/76027,Teine Samoa: a girl of Samoa,1980 film by John Anderson
works/108531,Cherith,1987 film by Shirley Barrett
works/119771,In Conversation with Tully Arnot,24 APR 2019 film
works/90649,Changing horizons,1951 film by Eric Thompson
works/79774,Job search - the pre-interview,1984 film
works/109040,The 5:19,2001 film
works/90620,Organization,1946 film by Donald Mulholland
works/88718,Fracture of the cervical spine: crutchfield tongs reduction,1950 film
works/74430,The Use of measuring instruments: the volumetric flask,1951 film by L.M. Simmons
works/71106,On the move,1976 film by Graham Chase
works/64552,Adventures of Bunny Rabbit,1937 film
works/67223,Equilibrium,1961 film
works/75066,You've got to be up,1975 film by Rodney Musch
works/73092,Spell of the lakes,1962 film by John Durst
works/95366,The Shillingbury blowers,1979 film by Val Guest
works/91486,What do they read?,1950 film
works/82539,Three children,1992 film
works/72012,The Royal Australian Airforce College,1958 film
works/75571,For the love of a child,1980 film by Douglas Stanley
works/71224,The Origins of weather,1962 film by Joseph Koenig
works/68218,The Grievance,1954 film by Morten Parker
works/81876,Special treatment: locking up aboriginal children,1991 film by Margaret Anne Smith
works/72519,The Schoolmaster,1953 film
works/73202,Stirring,1974 film by Jane Oehr
works/68554,Horse on holiday,1959 film by Astrid Henning-Jensen
works/93759,My wardrobe door,2006 film
works/80617,Macbeth,1981 film
works/93258,One step on a journey,1993 film
works/82392,Australian women's heritage: 1901-1945,1986 film
works/97974,Olympia.,1936 film by Leni Riefenstahl
works/79845,Central Australia: tracks in the sand,1988 film
works/73356,The Summer game,1970 film
works/76523,Doubles basic,1977 film by Bill Mason
works/109163,Three Mile Creek,1996 film
works/66131,"Democracy in action: citizen's welfare, citizen's job",1962 film
works/114254,Love : earned or learned,2005 film
works/91431,"Physical education at Crows Nest, Queenscliff",1950 film by E.J. Perry
works/84481,A Visual heritage,1984 film
works/89630,In fear of every dawn,1962 film
works/77379,Kama wosi: music in the Trobriand Islands,1979 film by Les McLaren
works/76332,Petroleum's progress,1978 film by Tom Fletcher
works/95710,Australian diary. No. 095,1956 film by Jack S. Allan
works/81740,Up for grabs,1983 film by Curtis Levy
works/67759,Four centuries of growing pains,1957 film
works/88348,"The Opening of the Baden Powell Hut at Brittania Creek, near Warburton, Victoria, October 1954",1954 film
works/116362,Les Sesterain Ou le Miroir 2000: Episode 1,1970 film by Francois Villiers
works/68297,Hang gliding: the new freedom,1974 film by Ronald Underwood
works/98166,Ride the wind,1976 film
works/89533,Business activity statement : your one report,2000 film
works/108939,16mm Prints,film
works/108808,Yu Opera performers,2000 film by Shumin Liu
works/68180,Great Britain: Its geographical position,1954 film by Derek Mayne
works/70895,A Nice place to be,1977 film by Dave McRae
works/115772,Quartet on wheels,1985 film by Li Xiepu
works/79868,All under heaven: life in a chinese village,1985 film
works/85862,Eyes: their structure and care,1956 film
works/98631,Jumping molecules!,1983 film by Christopher Haws
works/66888,The Dolphin kick,1956 film
works/86178,Heart on a chain: the truth about date violence,1991 film by Neal Shusterman
works/88654,Calder Hall,1955 film
works/96417,Step by step,1965 film by Antonio Colacino
works/64837,Aplekage: the art of Stewart Merrett,1979 film by Russell Hurley
works/98766,Wir Stellen Uns Vor,1984 film
works/75356,Questions,1977 film by Bob Kingsbury
works/67851,From every shires ende,1968 film by Mary Kirby
works/67819,A Freighter in port,1948 film
works/75128,Limiting the goblin,1978 film by Vincent Donovan
works/93602,Barefoot adventure,1990 film by Bruce Brown
works/87059,The Beatles Anthology 7. June 1967 to July 1968,1996 film by Geoff Wonfor
works/83575,Archibald MacLeish,1990 film
works/99185,Wheat today what tomorrow?,1987 film by Barrie Oldfield
works/76888,Gold the sacred metal,1979 film by Jeri Sopanen
works/81655,Sell Yourself : Successful Job Interviewing,1989 film by Kier M. Cline
works/79228,Mr Horatio Knibbles,1970 film by Robert Hird
works/71112,On tour with the Arts Council,1962 film by Richard Mason
works/78079,Celso and Cora,1983 film by Gary Kildea
works/110384,Sex rules,1988 film by Pip Karmel
works/76379,Tame the wind,1970 film by Selig Alkon
works/67241,The Eternal forest,1970 film
works/117516,Motivation in perspective,1969 film
works/71959,The Puppeteers,1952 film by Jacques Giraldeau
works/87031,Hungry minds,1948 film
works/96890,Phillip and the white colt,1973 film by Richard Sarafian
works/74838,Women of Aibom: in the time before before,1965 film by Boris Cook
works/96650,Prenatal development,1974 film by Barbara Jampel
works/72064,Raw material,1955 film by Julian Biggs
works/117193,An Interview with Jack Jones,SEP 2010 film
works/75437,Eighteen Footers,film
works/82767,Harm hides at home,1978 film
works/87232,Ti-Jean goes lumbering,1953 film by Jean Palardy
works/66487,Creatures in clay: ceramic sculpture by Rosemary Wren,1969 film
works/117387,Beloved,2011 film by Daniel Zinkant
works/97073,Clock talk,1975 film
works/110807,A Tail of Harry,2006 film
works/99166,Alternatives: whole school approach to teaching English,1988 film by Andrew Scollo
works/90198,The Pirogue maker,1962 film
works/85100,Making a music video on the cheap: from concept to completion,1996 film by Greg Ferguson
works/68807,In a Box,1967 film by Eliot Noyes
works/117313,Game Masters: an evening with Tetsuya Mizuguchi,SEP 2012 film
works/82981,A is for AIDS,1992 film by Aron Ranen
works/67408,Farmers in business,1961 film by Rae Evans
works/74540,The Way...the eagle...,1970 film
works/87581,Mirror of Germany. No. 246,1975 film
works/75901,Buying blues,1980 film by Keith Gow
works/87949,Ten million books: an introduction to Farley Mowat,1981 film by Andy Thomson
works/90367,True homance,film by Rob Ball
works/64601,Age of turmoil,1953 film
works/90877,A Happy childhood,1950 film
works/78169,Love stories,1983 film
works/109665,La Trobe Lifeskills. Diary 2,2004 film
works/75190,Token gesture,1975 film by Micheline Lanctot
works/91567,Celebrations: achievement,2000 film
works/76822,The Love that dares not speak its name,1981 film by Isabel Maxwell
works/70593,Mosaic experiments,1958 film by Robert Longini
works/90151,How to judge facts,1948 film
works/74097,Turtle hunt,1962 film by Frank L. Few
works/77213,Torque about a crisis a torque special,1979 film
works/78895,Adrian,1986 film by Allan Kidston
works/97007,Language and learning: talking and literature,1972 film by Caroline Pick
works/74135,Typing skills: daily job techniques. - 2nd ed.,1966 film
works/74927,World in a marsh,1955 film
works/108918,Good vs evil,film
works/72547,Scrapbook of 1922,1951 film
works/83621,Cafe,1992 film by Craig Hoogendoorn
works/116796,Thanks for the Memories,2009 film by Csilla Csongvay
works/88833,The Invasion,1976 film
works/90375,From Indonesia to India,1960 film
works/66973,The Dust bowl,1960 film by Mel Stuart
works/99334,Exam technique: economics,1987 film
works/67255,The Ever-changing sky: John Constable 1776-1837,1966 film by D.C. Chipperfield
works/64644,"Alcohol, tobacco and drugs versus physical fitness",1972 film
works/77280,Just like machines,1982 film by Don Anderson
works/75515,When I'm calling you,1975 film by Peter Robinson
works/90129,Laurel and Hardy: Save the ship. Eve's love letters. White wings. A man about town,1923 film
works/78214,Wastewater to wood,1984 film by Russ Street
works/71792,Preparing a cupola for charging,1945 film
